,DEPARTAMENTO,nombre,latitud,longitud,altitud,ThermalLevelValue
3201,Bolívar,HAYA LA [29030570],9.95833333,-75.18611111,100,"Cálido, T>=24°C, <=800meter"
4027,Cesar,CICOLAC [28015030],10.48333333,-73.26666667,180,"Cálido, T>=24°C, <=800meter"
3101,La Guajira,DORADA LA [28015020],10.5,-73.11666667,140,"Cálido, T>=24°C, <=800meter"
3950,Boyacá,CANAL DESVIACION [35097020],5.51666667,-72.93333333,32,"Cálido, T>=24°C, <=800meter"
1631,Tolima,PUENTE EL KM 89 [21250360],4.93333333,-74.86666667,396,"Cálido, T>=24°C, <=800meter"
1932,Huila,VILLAVIEJA FFCC [21115080],3.18305556,-75.2475,430,"Cálido, T>=24°C, <=800meter"
3269,Cesar,RINCON EL [28025020],10.27138889,-73.13138889,350,"Cálido, T>=24°C, <=800meter"
998,Boyacá,SANTA ROSA D VITERBO [24030400],5.86872222,-72.98577778,2690,"Frío, 18°C>T>12°C, <=2800meter"
397,Boyacá,NOBSA [24030790],5.77341667,-72.94025,2500,"Frío, 18°C>T>12°C, <=2800meter"
3569,Atlantico,USIACURI [29040240],10.74472222,-74.98055556,100,"Cálido, T>=24°C, <=800meter"
3024,Cesar,ALGARROBO [28045020],10.15,-74.06666667,60,"Cálido, T>=24°C, <=800meter"
1633,Tolima,FLORIDA LA HACIENDA [21250370],4.93333333,-74.81666667,340,"Cálido, T>=24°C, <=800meter"
3075,Bolívar,GAMERO [29030170],10.20027778,-75.20194444,10,"Cálido, T>=24°C, <=800meter"
1794,Boyacá,DESAGUADERO [35097010],5.48725,-72.93411111,37,"Cálido, T>=24°C, <=800meter"
2577,La Guajira,MATITAS [15045010],11.26388889,-73.03027778,20,"Cálido, T>=24°C, <=800meter"
2455,Tolima,MACARENA LA  HACIENDA [23010070],5.18333333,-74.88333333,500,"Cálido, T>=24°C, <=800meter"
2066,Boyacá,LA RESACA[24037110]   ,5.68033333,-72.98961111,2492,"Frío, 18°C>T>12°C, <=2800meter"
4378,Huila,GUADALUPE [21030050],2.03,-75.78,893,"Templado, 24°C>T>18°C, <=1800meter"
4377,Huila,PUENTE GARCES - AUT [21037010],2.03,-75.78,893,"Templado, 24°C>T>18°C, <=1800meter"
2913,Norte de Santander,CASA BLANCA [16020150],8.18333333,-72.55,70,"Cálido, T>=24°C, <=800meter"
2693,Norte de Santander,AGUABLANCA [16020320],8.03611111,-72.48361111,250,"Cálido, T>=24°C, <=800meter"
2366,Cauca,JULUMITO [26017020],2.46758333,-76.64430556,1681,"Templado, 24°C>T>18°C, <=1800meter"
3290,Cesar,SAN DIEGO [28025030],10.35,-73.18333333,165,"Cálido, T>=24°C, <=800meter"
683,Magdalena,PLTA GAIRA [15010100],11.18333333,-74.16666667,150,"Cálido, T>=24°C, <=800meter"
603,Magdalena,TORRE TV [15010140],11.11666667,-74.03333333,2700,"Frío, 18°C>T>12°C, <=2800meter"
3610,Huila,SAN ADOLFO [21030060],1.71427778,-76.02208333,1345,"Templado, 24°C>T>18°C, <=1800meter"
599,Magdalena,DELICIAS LAS [15010160],11.11666667,-74.13333333,900,"Templado, 24°C>T>18°C, <=1800meter"
3543,Cesar,NUEVO PRADO [28017040],10.4,-73.1,480,"Cálido, T>=24°C, <=800meter"
1643,Boyacá,MOLINO EL [24037450],5.72263889,-73.12080556,2539,"Frío, 18°C>T>12°C, <=2800meter"
2699,Bolívar,PALMASORIANO [23207010],8.05,-74.08333333,460,"Cálido, T>=24°C, <=800meter"
718,Bolívar,SIMITI [23200010],7.96027778,-73.95055556,64,"Cálido, T>=24°C, <=800meter"
1746,Cauca,RIO PALO [26040310],3.07061111,-76.37783333,19,"Cálido, T>=24°C, <=800meter"
1582,Caldas,IDEMA-DORADA [23040030],5.47919444,-74.67616667,192,"Cálido, T>=24°C, <=800meter"
1752,Cauca,RIO PALO [26040050],3.07061111,-76.37783333,19,"Cálido, T>=24°C, <=800meter"
1512,Caldas,PUENTE CARRETERA [26177010],5.45291667,-75.65336111,1192,"Templado, 24°C>T>18°C, <=1800meter"
4311,Córdoba,MARACAYO [13067040],8.41,-75.89,25,"Cálido, T>=24°C, <=800meter"
220,Magdalena,PLATO MAGDALENA [25027450],9.78777778,-74.80583333,16,"Cálido, T>=24°C, <=800meter"
1350,Tolima,VARSOVIA [22075020],4.01666667,-75.16666667,400,"Cálido, T>=24°C, <=800meter"
3225,Córdoba,PALOMAS LAS [13037020],8.45,-76.01666667,27,"Cálido, T>=24°C, <=800meter"
1675,Boyacá,EMPORIO EL HACIENDA [24010410],5.60208333,-73.54527778,2120,"Frío, 18°C>T>12°C, <=2800meter"
3494,Bolívar,MAJAGUA [29037140],10.03333333,-75.26666667,25,"Cálido, T>=24°C, <=800meter"
3714,Putumayo,VILLAGARZON [44015010],1.03425,-76.61925,440,"Cálido, T>=24°C, <=800meter"
2276,Tolima,IDEMA-HONDA [23010080],5.20141667,-74.74958333,2508,"Frío, 18°C>T>12°C, <=2800meter"
8,Caquetá,EL ROSARIO - AUT [44037040],1.72525,-75.66638889,600,"Cálido, T>=24°C, <=800meter"
2320,Tolima,DEMOSTRACION GRANJA  - AUT [22045010],3.72244444,-75.50344444,908,"Templado, 24°C>T>18°C, <=1800meter"
1630,Tolima,BLEDONIA [21250410],4.93333333,-74.91666667,500,"Cálido, T>=24°C, <=800meter"
682,Magdalena,GAIRA [15017010],11.18333333,-74.18333333,10,"Cálido, T>=24°C, <=800meter"
1959,Cundinamarca,GLORIA LA [35060220],4.81569444,-73.41977778,1845,"Frío, 18°C>T>12°C, <=2800meter"
2196,Tolima,CAJAMARCA [21215100],4.4415,-75.42458333,1920,"Frío, 18°C>T>12°C, <=2800meter"
2636,Córdoba,DOCTRINA LA [13080060],9.3,-75.88333333,4,"Cálido, T>=24°C, <=800meter"
1059,Tolima,LA MURALLA - AUT [22057060],3.48136111,-75.46697222,536,"Cálido, T>=24°C, <=800meter"
2643,Córdoba,LIMON EL [13070010],9.33611111,-75.9375,3,"Cálido, T>=24°C, <=800meter"
2018,Boyacá,PESCA [24030440],5.56666667,-73.05,2650,"Frío, 18°C>T>12°C, <=2800meter"
4087,Putumayo,MOCOA [44015050],1.18333333,-76.66666667,579,"Cálido, T>=24°C, <=800meter"
1929,Tolima,AEROPUERTO PLANADAS [22025010],3.16666667,-75.66666667,1355,"Templado, 24°C>T>18°C, <=1800meter"
3552,Córdoba,SALADO EL [13075020],8.91388889,-75.58222222,40,"Cálido, T>=24°C, <=800meter"
2638,Córdoba,CNO EL MUERTO [13070420],9.3,-75.85,50,"Cálido, T>=24°C, <=800meter"
4329,Córdoba,SAN BERNARDO DEL VIENTO [13085030],9.37,-75.95,22,"Cálido, T>=24°C, <=800meter"
1614,Boyacá,NARINO [24017510],5.58333333,-73.35,2593,"Frío, 18°C>T>12°C, <=2800meter"
2171,Tolima,MEDIA LUNA [21135040],3.77375,-75.11980556,485,"Cálido, T>=24°C, <=800meter"
254,Putumayo,AEROPUERTO PUERTO ASIS [47015020],0.5,-76.5,254,"Cálido, T>=24°C, <=800meter"
3718,Nariño,RIO BOBO [52050060],1.0995,-77.29972222,364,"Cálido, T>=24°C, <=800meter"
3003,Bolívar,PRESA AY MATUYA [29037190],9.9275,-75.30916667,37,"Cálido, T>=24°C, <=800meter"
3221,Córdoba,TORPEZA LA [13065010],8.43333333,-75.96666667,42,"Cálido, T>=24°C, <=800meter"
2998,Bolívar,COLU [29030070],9.91666667,-75.35,15,"Cálido, T>=24°C, <=800meter"
2500,Nariño,HIDROMAYO CASA MAQ [52030010],1.66666667,-77.0,1680,"Templado, 24°C>T>18°C, <=1800meter"
4458,Cauca,INGENIO CAUCA [26065010],3.27,-76.34997222,13,"Cálido, T>=24°C, <=800meter"
3208,Bolívar,CAMPAMENTO [29037180],9.96666667,-75.28333333,20,"Cálido, T>=24°C, <=800meter"
685,Magdalena,PLASTICOS MAGDALEN [15010200],11.2,-74.2,20,"Cálido, T>=24°C, <=800meter"
2613,Norte de Santander,CAMPANARIO EL [16050130],8.00472222,-73.23444444,1800,"Templado, 24°C>T>18°C, <=1800meter"
3963,Boyacá,OTANCHE [23120260],5.66172222,-74.18461111,1100,"Templado, 24°C>T>18°C, <=1800meter"
692,Magdalena,CUBILETE EL BONDA [15010240],11.23333333,-74.15,50,"Cálido, T>=24°C, <=800meter"
2192,Tolima,PERALES HATO OPIA [21245010],4.42966667,-75.20052222,826,"Templado, 24°C>T>18°C, <=1800meter"
1801,Caldas,PACORA [26167040],5.5,-75.56666667,1890,"Frío, 18°C>T>12°C, <=2800meter"
1071,Valle del Cauca,ZAPATA LA [26070110],3.52719444,-76.21083333,119,"Cálido, T>=24°C, <=800meter"
2816,Cesar,PUENTE CANOAS  - AUT [28037090],9.64633333,-73.65183333,45,"Cálido, T>=24°C, <=800meter"
686,Magdalena,CACAOS LOS [15010190],11.2,-74.08333333,500,"Cálido, T>=24°C, <=800meter"
1075,Cundinamarca,PUENTE PORTILLO [21207960],4.45486111,-74.60852778,361,"Cálido, T>=24°C, <=800meter"
3659,Cauca,CANEY EL MOJARRAS [52020040],1.89969444,-77.2395,350,"Cálido, T>=24°C, <=800meter"
698,Magdalena,ONACA [15010170],11.19972222,-73.84027778,900,"Templado, 24°C>T>18°C, <=1800meter"
3106,Magdalena,GANADERIA CARIBE  - AUT [29067150],10.57491667,-74.12666667,67,"Cálido, T>=24°C, <=800meter"
333,Magdalena,MINCA  - AUT [15017030],11.15891667,-74.12291667,650,"Cálido, T>=24°C, <=800meter"
1475,Cauca,INGENIO BENGALA [26045010],3.26280556,-76.41447222,983,"Templado, 24°C>T>18°C, <=1800meter"
2584,Magdalena,REVUELTA LA [15017020],11.27763889,-73.94155556,50,"Cálido, T>=24°C, <=800meter"
3458,Magdalena,PUENTE FERROCARRIL [29067130],10.58580556,-74.19211111,37,"Cálido, T>=24°C, <=800meter"
422,Magdalena,SANTA ROSALIA [29067040],10.83080556,-74.12055556,55,"Cálido, T>=24°C, <=800meter"
2596,Magdalena,PUNTA BETIN [15015030],11.47233889,-74.21320278,15,"Cálido, T>=24°C, <=800meter"
401,Magdalena,CANAL FLORIDA [29067050],10.75886111,-74.10663889,60,"Cálido, T>=24°C, <=800meter"
1472,Cauca,MIRANDA [26065020],3.24566667,-76.22305556,1133,"Templado, 24°C>T>18°C, <=1800meter"
2361,Caldas,PUENTE LAS JUNTAS [26167010],5.23333333,-75.65,860,"Templado, 24°C>T>18°C, <=1800meter"
1936,Huila,POLONIA [21117090],3.18333333,-75.23333333,598,"Cálido, T>=24°C, <=800meter"
4096,Cauca,MERCADERES [52020120],1.78333333,-77.15,1180,"Templado, 24°C>T>18°C, <=1800meter"
3956,Huila,PORVENIR EL [21117020],3.18333333,-75.26666667,450,"Cálido, T>=24°C, <=800meter"
1696,Cauca,JAPIO [26025030],3.04836111,-76.44141667,141,"Cálido, T>=24°C, <=800meter"
1092,Cundinamarca,ROSALES LOS [35070380],5.08333333,-73.61666667,2400,"Frío, 18°C>T>12°C, <=2800meter"
3207,Bolívar,RANCHO CHICO [29030110],9.96666667,-75.3,10,"Cálido, T>=24°C, <=800meter"
3253,Cesar,CHIMILAIMA 3 [28040210],9.96666667,-73.8,75,"Cálido, T>=24°C, <=800meter"
3043,Córdoba,CARRIZAL [13070110],8.68194444,-75.75352778,40,"Cálido, T>=24°C, <=800meter"
3327,Córdoba,SANTA LUCIA [13050010],8.84861111,-76.04527778,120,"Cálido, T>=24°C, <=800meter"
514,Magdalena,TASAJERA [29060120],10.97622222,-74.36175,2,"Cálido, T>=24°C, <=800meter"
4345,Córdoba,CIENAGA DE ORO [13070390],8.87,-75.63,25,"Cálido, T>=24°C, <=800meter"
2433,Bogotá,VENADO ORO VIVERO [21205580],4.59836111,-74.06155556,2725,"Frío, 18°C>T>12°C, <=2800meter"
1564,Valle del Cauca,TIERRABLANCA [26117030],4.41666667,-76.1,916,"Templado, 24°C>T>18°C, <=1800meter"
1689,Cauca,PUENTE FERROCARRIL [26027210],3.03802778,-76.51180556,114,"Cálido, T>=24°C, <=800meter"
3219,Córdoba,BUENOS AIRES [13060020],8.47583333,-75.76527778,55,"Cálido, T>=24°C, <=800meter"
1300,Boyacá,NUEVO COLON [35075010],5.35269444,-73.45377778,2438,"Frío, 18°C>T>12°C, <=2800meter"
2896,Norte de Santander,CINERA-VILLA OLGA [16025040],8.16777778,-72.46861111,100,"Cálido, T>=24°C, <=800meter"
3257,Cesar,CHIMILAIMA 4 [28040220],9.98333333,-73.86666667,90,"Cálido, T>=24°C, <=800meter"
3730,Nariño,PENOL EL [52050010],1.45444444,-77.43944444,1620,"Templado, 24°C>T>18°C, <=1800meter"
3023,Bolívar,FLECHA LA HACIENDA [29030220],10.15,-75.21666667,15,"Cálido, T>=24°C, <=800meter"
3747,Nariño,TAMINANGO [52030080],1.55,-77.28333333,1680,"Templado, 24°C>T>18°C, <=1800meter"
3554,Córdoba,SAN ANTONIO [13080010],8.93586111,-75.95333333,50,"Cálido, T>=24°C, <=800meter"
715,Córdoba,PUERTO NUEVO [13035010],7.95,-76.28333333,145,"Cálido, T>=24°C, <=800meter"
3557,Córdoba,SAN ANTONIO [13080030],8.93333333,-75.98333333,50,"Cálido, T>=24°C, <=800meter"
3453,Córdoba,VORAGINE LA [13055010],8.6,-76.03333333,80,"Cálido, T>=24°C, <=800meter"
4098,Cauca,BOLIVAR BOQUERON [52020110],1.83333333,-77.0,1350,"Templado, 24°C>T>18°C, <=1800meter"
14,Nariño,PUENTE PUSMEO - AUT [52077010],1.62405556,-77.47891667,380,"Cálido, T>=24°C, <=800meter"
2480,Nariño,PUENTE GUASCAS [52017010],1.59427778,-77.42936111,450,"Cálido, T>=24°C, <=800meter"
3386,Santander,MAGARA [23195070],7.6,-73.58333333,80,"Cálido, T>=24°C, <=800meter"
2956,Santander,MIRA 2 [23187020],7.4,-73.48333333,100,"Cálido, T>=24°C, <=800meter"
2957,Santander,CHOCOA LA [23187040],7.4,-73.48333333,100,"Cálido, T>=24°C, <=800meter"
626,Córdoba,DESPENSA LA [13017010],7.86666667,-76.28333333,106,"Cálido, T>=24°C, <=800meter"
2958,Santander,CNO SIETE [23190240],7.4,-73.45,2200,"Frío, 18°C>T>12°C, <=2800meter"
3385,Santander,SAN RAFAEL MIRA 8 [23197070],7.6,-73.61666667,70,"Cálido, T>=24°C, <=800meter"
2967,Santander,PROVINCIA MIRA # 4 [23197040],7.41666667,-73.43333333,100,"Cálido, T>=24°C, <=800meter"
2469,Cauca,SIERRA LA [52020100],2.16666667,-76.76666667,1870,"Frío, 18°C>T>12°C, <=2800meter"
171,Santander,PUERTO ARAUJO - AUT [23127020],6.52555556,-74.08583333,92,"Cálido, T>=24°C, <=800meter"
1594,Huila,JUNCAL EL [21097010],2.80397222,-75.32691667,460,"Cálido, T>=24°C, <=800meter"
1934,Huila,POLONIA [21110330],3.18738889,-75.21841667,429,"Cálido, T>=24°C, <=800meter"
569,Córdoba,CHIMA [13070310],9.15,-75.61666667,30,"Cálido, T>=24°C, <=800meter"
1840,Huila,SANTA BARBARA [21090110],2.86552778,-75.33988889,454,"Cálido, T>=24°C, <=800meter"
1646,Huila,JUNCAL EL [21095010],2.82880556,-75.33116667,460,"Cálido, T>=24°C, <=800meter"
1714,Huila,YEGUERA LA [21110120],3.30533333,-75.20077778,400,"Cálido, T>=24°C, <=800meter"
2970,Santander,CAMPOHERMOSO [23190250],7.43333333,-73.43333333,190,"Cálido, T>=24°C, <=800meter"
3229,Córdoba,LOMA VERDE [13050030],8.50194444,-76.17527778,100,"Cálido, T>=24°C, <=800meter"
3168,Santander,URBINA LA [23197030],7.48333333,-73.46666667,116,"Cálido, T>=24°C, <=800meter"
2979,Chocó,RIOSUCIO [11147010],7.44,-77.12,2,"Cálido, T>=24°C, <=800meter"
3545,Atlantico,LIMON EL [29035120],10.41666667,-75.06666667,7,"Cálido, T>=24°C, <=800meter"
394,Chocó,BELEN [11047010],5.76483333,-76.66966667,26,"Cálido, T>=24°C, <=800meter"
3188,Córdoba,CARAMELO [13060030],8.26611111,-75.90388889,60,"Cálido, T>=24°C, <=800meter"
2813,Santander,NORMA LA MIRA 7 [23197060],8.1,-73.78333333,75,"Cálido, T>=24°C, <=800meter"
438,Antioquia,CHIGORODO [12010130],7.7,-76.7,30,"Cálido, T>=24°C, <=800meter"
992,Antioquia,CANASGORDAS [11110040],6.75,-76.03333333,1200,"Templado, 24°C>T>18°C, <=1800meter"
3943,Cauca,TACUEYO [26040320],3.05,-76.23333333,1780,"Templado, 24°C>T>18°C, <=1800meter"
2965,Santander,VILLA LEIVA [23185010],7.45611111,-73.53722222,328,"Cálido, T>=24°C, <=800meter"
1702,Chocó,TUTUNENDO [11040010],5.74361111,-76.53780556,54,"Cálido, T>=24°C, <=800meter"
3584,Chocó,DOMINGODO [11100020],7.18,-77.03,11,"Cálido, T>=24°C, <=800meter"
809,Chocó,TAGACHI [11050010],6.22177778,-76.72702778,20,"Cálido, T>=24°C, <=800meter"
630,Santander,SAN ALBERTO MIRA 6 [23197080],7.88333333,-73.7,70,"Cálido, T>=24°C, <=800meter"
3049,Córdoba,TENERIFE [13055020],8.68333333,-76.11666667,150,"Cálido, T>=24°C, <=800meter"
1684,Huila,CARMEN EL [21130060],3.00713889,-75.55919444,2250,"Frío, 18°C>T>12°C, <=2800meter"
3083,Cesar,JARDIN DE ROSITA [28040230],10.2,-73.98333333,125,"Cálido, T>=24°C, <=800meter"
3410,Córdoba,JARAGUAY [13045010],8.3,-76.08333333,70,"Cálido, T>=24°C, <=800meter"
2792,Norte de Santander,BOCATOMA RIO ZULIA [16020140],8.07733333,-72.58388889,150,"Cálido, T>=24°C, <=800meter"
4114,Chocó,NOVITA [54020020],4.95569444,-76.60555556,71,"Cálido, T>=24°C, <=800meter"
1425,Cauca,TACUEYO [26040280],2.73333333,-76.33333333,30,"Cálido, T>=24°C, <=800meter"
4386,Chocó,OPOGODO [54020060],5.06,-76.65,61,"Cálido, T>=24°C, <=800meter"
1599,Chocó,SINAI EL [54020050],4.83433333,-76.20694444,1870,"Frío, 18°C>T>12°C, <=2800meter"
2039,Chocó,VALENCIA LA DIVISA [54020040],4.90386111,-76.29083333,429,"Cálido, T>=24°C, <=800meter"
2452,Caldas,BUENOS AIRES [26147040],5.18838889,-75.81327778,1105,"Templado, 24°C>T>18°C, <=1800meter"
1729,Chocó,PALESTINA [54090010],4.16261111,-77.13555556,15,"Cálido, T>=24°C, <=800meter"
566,Córdoba,LIMON EL [13017020],7.83333333,-76.26666667,108,"Cálido, T>=24°C, <=800meter"
2335,Valle del Cauca,PATUMAC [54030010],4.57283333,-76.20166667,189,"Cálido, T>=24°C, <=800meter"
2492,Nariño,PISANDA [52080010],1.65138889,-77.50555556,350,"Cálido, T>=24°C, <=800meter"
4091,Putumayo,SIBUNDOY [4701705],1.2,-76.88333333,2113,"Frío, 18°C>T>12°C, <=2800meter"
4038,Cesar,DONACHUI [28010110],10.71666667,-73.46666667,1240,"Templado, 24°C>T>18°C, <=1800meter"
2810,Córdoba,PUERTO SALGAR - AUT [13037030],8.1,-76.1,54,"Cálido, T>=24°C, <=800meter"
807,Chocó,TAGACHI [11057010],6.21666667,-76.71666667,18,"Cálido, T>=24°C, <=800meter"
4118,Chocó,BELLAVISTA  [11077010],6.55880556,-76.88447222,12,"Cálido, T>=24°C, <=800meter"
1142,Cauca,REMOLINO [26037010],2.51463889,-76.83133333,1623,"Templado, 24°C>T>18°C, <=1800meter"
2590,La Guajira,ARROYO ARENA [15060230],11.28333333,-72.88333333,58,"Cálido, T>=24°C, <=800meter"
1178,Chocó,NOANAMA PUEBLO [54087020],4.66666667,-76.95,16,"Cálido, T>=24°C, <=800meter"
2497,Nariño,POLICARPA [52080020],1.63333333,-77.45,600,"Cálido, T>=24°C, <=800meter"
2581,La Guajira,CARRAIPIA [15080140],11.26666667,-72.36666667,50,"Cálido, T>=24°C, <=800meter"
3916,Cauca,TRAVIEZA LA [26037020],2.38333333,-76.65,1978,"Frío, 18°C>T>12°C, <=2800meter"
3731,Nariño,AGROYACO [5205017],1.11666667,-77.33333333,2600,"Frío, 18°C>T>12°C, <=2800meter"
2414,Valle del Cauca,LITUANIA [54030030],4.49572222,-76.35222222,1196,"Templado, 24°C>T>18°C, <=1800meter"
3171,Norte de Santander,AGUAS CLARAS  - AUT [16017010],8.23361111,-72.41722222,70,"Cálido, T>=24°C, <=800meter"
2812,Antioquia,NECHI [25027480],8.1,-74.76666667,25,"Cálido, T>=24°C, <=800meter"
4318,Bolívar,LAS VARAS - AUT [25027200]LAS VARAS,8.39,-74.56,40,"Cálido, T>=24°C, <=800meter"
1705,Boyacá,LA REFORMA [24037130],5.74883333,-73.18988889,2523,"Frío, 18°C>T>12°C, <=2800meter"
2619,Antioquia,MARGENTO  - AUT [25027050],8.02544444,-75.08975,23,"Cálido, T>=24°C, <=800meter"
4173,Chocó,BELLAVISTA [11080010],6.55916667,-76.88541667,15,"Cálido, T>=24°C, <=800meter"
59,Bolívar,MONTECRISANTO [25020440],8.3,-74.43333333,80,"Cálido, T>=24°C, <=800meter"
2101,Huila,SAN ALFONSO [21140390],3.37336111,-75.11011111,440,"Cálido, T>=24°C, <=800meter"
2985,Norte de Santander,CNO CUEVAS CHEVRON [16020170],8.2,-72.48333333,100,"Cálido, T>=24°C, <=800meter"
2085,Chocó,HUAPANGO [11045030],5.7,-76.63333333,50,"Cálido, T>=24°C, <=800meter"
4024,Sucre,FLORIDA LA [25021570],8.65,-75.16666667,50,"Cálido, T>=24°C, <=800meter"
3645,Huila,SAN AGUSTIN [21010070],1.85,-76.3,1720,"Templado, 24°C>T>18°C, <=1800meter"
1186,Chocó,NOANAMA [54050020],4.66666667,-76.86666667,18,"Cálido, T>=24°C, <=800meter"
53,Bolívar,CANDELARIA LA [25020410],8.21944444,-74.72875,28,"Cálido, T>=24°C, <=800meter"
1471,Huila,PEREZ HACIENDA [21130050],3.24355556,-75.25594444,450,"Cálido, T>=24°C, <=800meter"
44,Bolívar,GUACAMAYO [25020030],8.72722222,-74.51222222,30,"Cálido, T>=24°C, <=800meter"
4061,Bolívar,PINILLOS [25020380],8.91138889,-74.45777778,10,"Cálido, T>=24°C, <=800meter"
2811,Antioquia,NECHI [25020310],8.1,-74.83333333,250,"Cálido, T>=24°C, <=800meter"
3084,Bolívar,GAMERO [29030680],10.20027778,-75.20194444,10,"Cálido, T>=24°C, <=800meter"
280,Bolívar,GUARANDA [25020350],8.49277778,-74.54166667,30,"Cálido, T>=24°C, <=800meter"
4308,Antioquia,LA COQUERA - AUT [26247020],7.96,-75.2,49,"Cálido, T>=24°C, <=800meter"
2611,Norte de Santander,LIMONCITO 1 [16010150],8.0,-72.41666667,269,"Cálido, T>=24°C, <=800meter"
2959,Santander,SABANA DE TORRES [23195120],7.4,-73.4,100,"Cálido, T>=24°C, <=800meter"
2689,Norte de Santander,BOCATOMA RIO FRIO [16050120],8.03641667,-73.21927778,1700,"Templado, 24°C>T>18°C, <=1800meter"
4037,Bolívar,ALPES LOS [25020510],8.41666667,-74.55,25,"Cálido, T>=24°C, <=800meter"
327,La Guajira,LA PAULINA - AUT [15065040],10.89813889,-72.82847222,170,"Cálido, T>=24°C, <=800meter"
1988,Cauca,SAIJA [53060020],2.87180556,-77.62166667,30,"Cálido, T>=24°C, <=800meter"
3927,Cauca,PLAYA CHACON [53040020],2.68333333,-77.71666667,30,"Cálido, T>=24°C, <=800meter"
2952,Bolívar,CAIMITAL [25020330],8.36638889,-74.56916667,25,"Cálido, T>=24°C, <=800meter"
2239,Tolima,PALMALARGA [22057040],3.67416667,-75.30605556,435,"Cálido, T>=24°C, <=800meter"
1727,Valle del Cauca,MALAGUITA [54077130],4.15444444,-77.21638889,18,"Cálido, T>=24°C, <=800meter"
3920,Cauca,BONANZA [53045010],2.56666667,-77.88333333,10,"Cálido, T>=24°C, <=800meter"
3310,Sucre,SUCRE [25027110],8.80972222,-74.72222222,19,"Cálido, T>=24°C, <=800meter"
1685,Cauca,BUENOS AIRES [26020100],3.02019444,-76.63908333,1228,"Templado, 24°C>T>18°C, <=1800meter"
1686,Cauca,CALOTO [26020120],3.03008333,-76.40666667,1136,"Templado, 24°C>T>18°C, <=1800meter"
1925,Cauca,VILLA RICA [26060030],3.17894444,-76.463,988,"Templado, 24°C>T>18°C, <=1800meter"
1935,Huila,BOCA LA [21110230],3.18333333,-75.26666667,430,"Cálido, T>=24°C, <=800meter"
4306,Chocó,DOMINGODO [11107010],7.18,-77.03,4,"Cálido, T>=24°C, <=800meter"
3559,Sucre,SAN BENITO A VILLA [25020490],8.93333333,-75.03333333,40,"Cálido, T>=24°C, <=800meter"
54,Bolívar,CANDELARIA LA [25027280],8.23333333,-74.71666667,22,"Cálido, T>=24°C, <=800meter"
2941,Norte de Santander,PUERTO SANTANDER [16020370],8.35944444,-72.41,50,"Cálido, T>=24°C, <=800meter"
3474,Magdalena,UNION LA [29060240],10.70655556,-74.22355556,20,"Cálido, T>=24°C, <=800meter"
3898,Chocó,SAUTATA [11130030],7.86666667,-77.16666667,5,"Cálido, T>=24°C, <=800meter"
3684,Nariño,BUESACO [52040090],1.38333333,-77.13333333,2932,"Muy Frío, 12°C>T>6°C, <=3700meter"
1813,Valle del Cauca,INGENIO RIOPAILA [26105110],4.3245,-76.08452778,954,"Templado, 24°C>T>18°C, <=1800meter"
3111,Magdalena,DESTINO EL [29060150],10.57366667,-74.22411111,20,"Cálido, T>=24°C, <=800meter"
3567,Magdalena,PROYECTOS LOS [29060250],10.73672222,-74.23708333,20,"Cálido, T>=24°C, <=800meter"
1123,Cauca,PIEDRAS LAS [53070110],2.41666667,-77.18333333,500,"Cálido, T>=24°C, <=800meter"
3246,Magdalena,PALO ALTO [29060270],10.7225,-74.27191667,25,"Cálido, T>=24°C, <=800meter"
1433,Cauca,TIMBIQUI [53050020],2.77361111,-77.66361111,30,"Cálido, T>=24°C, <=800meter"
3853,Chocó,CERTEGUI [11030010],5.38,-76.61,72,"Cálido, T>=24°C, <=800meter"
3937,Valle del Cauca,TIERRABLANCA [26115030],4.41666667,-76.1,916,"Templado, 24°C>T>18°C, <=1800meter"
4488,Chocó,ISTMINA [54010010],5.16,-76.69,78,"Cálido, T>=24°C, <=800meter"
712,Norte de Santander,ZULIA PUENTE OSPINA [16027130],7.93333333,-72.56666667,174,"Cálido, T>=24°C, <=800meter"
487,Magdalena,SAN ISIDRO [29060280],10.90083333,-74.22061111,25,"Cálido, T>=24°C, <=800meter"
1033,Boyacá,LA SIERRA - AUT [24025030],5.96638889,-73.16389139,2700,"Frío, 18°C>T>12°C, <=2800meter"
1443,Valle del Cauca,TROJITA LA [54077010],4.0695,-77.08436111,22,"Cálido, T>=24°C, <=800meter"
3648,Cauca,RODEO EL [52020050],1.88016667,-76.99161111,1400,"Templado, 24°C>T>18°C, <=1800meter"
2609,Antioquia,PALANCA [25027130],8.0,-75.16666667,45,"Cálido, T>=24°C, <=800meter"
2719,Norte de Santander,LIMONCITO 2 [16020310],8.06666667,-72.53333333,120,"Cálido, T>=24°C, <=800meter"
3291,Cesar,BELLA PAZ LA [28020300],10.35,-73.1,500,"Cálido, T>=24°C, <=800meter"
3398,Norte de Santander,PRIMAVERA LA [16010070],8.26666667,-72.45,70,"Cálido, T>=24°C, <=800meter"
4459,Valle del Cauca,CENT ADMO LA UNION [26115040],4.53,-76.06,934,"Templado, 24°C>T>18°C, <=1800meter"
398,Boyacá,BELENCITO [24035150],5.78158333,-72.89430556,2530,"Frío, 18°C>T>12°C, <=2800meter"
3477,Magdalena,GAVILAN [29060170],10.68044444,-74.33069444,20,"Cálido, T>=24°C, <=800meter"
